entity_id,entity_name,icon,property_id,property_name,logical_type,mandatory,max_len,semantic_type_id,possible_values_count,possible_values
ET12,Operation,ShieldUK,PT724,Reporting Officer,SINGLE_LINE_STRING,false,250,,0,
ET12,Operation,ShieldUK,PT725,Geographical Impact,MULTIPLE_LINE_STRING,false,,,0,
ET12,Operation,ShieldUK,PT679,Offender Group,SINGLE_LINE_STRING,false,250,,0,
ET12,Operation,ShieldUK,PT726,Additional Notes,MULTIPLE_LINE_STRING,false,,,0,
ET12,Operation,ShieldUK,PT290,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET12,Operation,ShieldUK,PT332,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET12,Operation,ShieldUK,PT383,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET12,Operation,ShieldUK,PT434,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET12,Operation,ShieldUK,PT486,Intelligence Date,DATE,false,,,0,
ET12,Operation,ShieldUK,PT541,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET12,Operation,ShieldUK,PT99,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET12,Operation,ShieldUK,PT1406,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT141,IMEI,SINGLE_LINE_STRING,true,14,,0,
ET16,IMEI,IMEI,PT142,Serial No.,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT104,Manufacturer,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT105,Model,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT113,Device Type,SUGGESTED_FROM,false,250,,5,Automotive | Mobile Communication Device | PC - Desktop | PC - Laptop | Sat Nav
ET16,IMEI,IMEI,PT1,MAC Address,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT208,Bluetooth Address,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT663,Dual Sim?,BOOLEAN,false,,,0,
ET16,IMEI,IMEI,PT276,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET16,IMEI,IMEI,PT316,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET16,IMEI,IMEI,PT369,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET16,IMEI,IMEI,PT419,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET16,IMEI,IMEI,PT471,Intelligence Date,DATE,false,,,0,
ET16,IMEI,IMEI,PT526,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT892,Redacted IMEI,SINGLE_LINE_STRING,false,250,,0,
ET16,IMEI,IMEI,PT1395,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT109,IMSI,SINGLE_LINE_STRING,true,250,,0,
ET18,IMSI,IMSI,PT110,MCC,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT111,MNC,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT243,Country,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT244,Network,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT894,ICCID Start,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT294,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET18,IMSI,IMSI,PT336,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET18,IMSI,IMSI,PT387,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET18,IMSI,IMSI,PT439,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET18,IMSI,IMSI,PT490,Intelligence Date,DATE,false,,,0,
ET18,IMSI,IMSI,PT545,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT893,Redacted IMSI,SINGLE_LINE_STRING,false,250,,0,
ET18,IMSI,IMSI,PT1396,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT151,Operation,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT148,Exhibit Reference,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT685,ATLAS CM X No.,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT150,Type,SUGGESTED_FROM,true,250,,2,DIGITAL | NON DIGITAL
ET17,Exhibit,Evidence Collection,PT706,Sub Type,SUGGESTED_FROM,true,250,,12,Comms Device | Cash | Drugs | Aircraft | Bladed Instrument | Data or IT | Firearm | Media | Motor Vehicle | Other | Other Weapon | Vessel
ET17,Exhibit,Evidence Collection,PT687,Description,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT149,Seized Date and Time,DATE_AND_TIME,false,,,0,
ET17,Exhibit,Evidence Collection,PT167,Description Multi Line,MULTIPLE_LINE_STRING,false,,,0,
ET17,Exhibit,Evidence Collection,PT686,Seizing Person,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT1113,Seizure Location,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT1114,Seizure Location (lat/lon),GEOSPATIAL,false,,,0,
ET17,Exhibit,Evidence Collection,PT62,Additional Information,MULTIPLE_LINE_STRING,false,,guid359AD9EB-8AC2-4c0d-82E6-AA77734CC423,0,
ET17,Exhibit,Evidence Collection,PT280,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET17,Exhibit,Evidence Collection,PT320,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET17,Exhibit,Evidence Collection,PT372,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET17,Exhibit,Evidence Collection,PT423,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET17,Exhibit,Evidence Collection,PT475,Intelligence Date,DATE,false,,,0,
ET17,Exhibit,Evidence Collection,PT530,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT94,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT1390,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET17,Exhibit,Evidence Collection,PT1659,RRD Date,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT152,Reference,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT153,Operation,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT689,Date requested,DATE,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT688,Application Type,SUGGESTED_FROM,false,250,,2,Event (Traffic) | Entity (Subscriber)
ET19,Comms Data Record,Domain Controller,PT162,Target Entity,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1157,Target IMEI(s),SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1158,Target IMSI(s),SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1153,CDR Start,DATE_AND_TIME,false,,,0,
ET19,Comms Data Record,Domain Controller,PT1156,CDR End,DATE_AND_TIME,false,,,0,
ET19,Comms Data Record,Domain Controller,PT1159,Source Filename,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1042,Additional Information,MULTIPLE_LINE_STRING,false,,guid359AD9EB-8AC2-4c0d-82E6-AA77734CC423,0,
ET19,Comms Data Record,Domain Controller,PT520,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT140,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET19,Comms Data Record,Domain Controller,PT310,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET19,Comms Data Record,Domain Controller,PT363,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET19,Comms Data Record,Domain Controller,PT413,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET19,Comms Data Record,Domain Controller,PT465,Intelligence Date,DATE,false,,,0,
ET19,Comms Data Record,Domain Controller,PT875,Redacted Target Entity,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT88,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1382,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1636,last10cdrtarget,SINGLE_LINE_STRING,false,250,,0,
ET19,Comms Data Record,Domain Controller,PT1658,RRD Date,DATE,false,,,0,
ET20,Contact,Social Media User,PT154,Name,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT155,Entity,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT156,Exhibit Ref or Source,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT1132,Entity Type,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT1131,System,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT157,Operation,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT273,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET20,Contact,Social Media User,PT313,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET20,Contact,Social Media User,PT366,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET20,Contact,Social Media User,PT416,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET20,Contact,Social Media User,PT468,Intelligence Date,DATE,false,,,0,
ET20,Contact,Social Media User,PT523,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT876,Redacted Name,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT885,Redacted Entity,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT90,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT1385,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET20,Contact,Social Media User,PT1635,last10contact,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT692,Application Ref,SINGLE_LINE_STRING,true,250,,0,
ET21,Subscriber,Screen Name,PT158,First Name,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT586,Middle Name,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT587,Surname,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT690,Subscriber Name As Supplied,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT159,Address,MULTIPLE_LINE_STRING,false,,,0,
ET21,Subscriber,Screen Name,PT691,Postcode,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT160,Date From,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT161,Date To,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT245,Additional Notes,MULTIPLE_LINE_STRING,false,,,0,
ET21,Subscriber,Screen Name,PT588,Service Provider,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT589,Service Type,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT590,Date of Birth,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT591,Connection Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT592,Connect Time,TIME,false,,,0,
ET21,Subscriber,Screen Name,PT593,Activation Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT594,Activation Time,TIME,false,,,0,
ET21,Subscriber,Screen Name,PT595,Disconnection Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT596,Disconnection Time,TIME,false,,,0,
ET21,Subscriber,Screen Name,PT597,Reconnection Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT598,Reconnection Time,TIME,false,,,0,
ET21,Subscriber,Screen Name,PT599,Port In Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT600,Port Out Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT601,Alternative Phone 1,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT602,Alternative Phone 2,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT603,Alternative Email,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT295,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET21,Subscriber,Screen Name,PT337,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET21,Subscriber,Screen Name,PT388,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET21,Subscriber,Screen Name,PT440,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET21,Subscriber,Screen Name,PT491,Intelligence Date,DATE,false,,,0,
ET21,Subscriber,Screen Name,PT546,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT102,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET21,Subscriber,Screen Name,PT1410,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET22,IP Address,IP Address,PT164,IP Address,SINGLE_LINE_STRING,true,250,,0,
ET22,IP Address,IP Address,PT165,Type,SELECTED_FROM,false,250,,2,IPV4 | IPV6
ET22,IP Address,IP Address,PT285,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET22,IP Address,IP Address,PT325,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET22,IP Address,IP Address,PT377,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET22,IP Address,IP Address,PT428,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET22,IP Address,IP Address,PT480,Intelligence Date,DATE,false,,,0,
ET22,IP Address,IP Address,PT535,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET22,IP Address,IP Address,PT1398,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT821,Unique Booking Reference,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT852,Voyage Code (flight no etc),SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT853,Trip Type,SUGGESTED_FROM,false,250,,2,One Way | Return
ET23,Booking,Notebook,PT816,Booking Type,SUGGESTED_FROM,false,250,,3,Access or Event | Accomodation | Travel
ET23,Booking,Notebook,PT817,Booking Subtype,SUGGESTED_FROM,false,250,,8,Air | Rail | Road | Sea | B&B | Hotel | Rental Accomodation | Other
ET23,Booking,Notebook,PT818,Date and Time When Booking Made,DATE_AND_TIME,false,,,0,
ET23,Booking,Notebook,PT819,Outbound Date and Time (or accomodation arrival),DATE_AND_TIME,false,,,0,
ET23,Booking,Notebook,PT820,Inbound Date and Time (or accomodation departure),DATE_AND_TIME,false,,,0,
ET23,Booking,Notebook,PT834,Lead Name,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT827,Booked By,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT828,Contact Entity,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT829,Contact Entity 2,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT830,Contact Entity 3,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT831,Address Information,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT832,IP Address,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT833,Additional Information or other names etc,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT137,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET23,Booking,Notebook,PT361,3x5x2 Sanitisation,SELECTED_FROM,false,250,,2,S1. Delegate Authority. The originator of the intelligence DOES PERMIT the unsupervised sanitisation of the material in order to allow dissemination to a wider audience | S2. Consult Originator. The originator of the intelligence DOES NOT PERMIT the sanitisation of the material for a wider dissemination without consultation being sought
ET23,Booking,Notebook,PT308,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET23,Booking,Notebook,PT411,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET23,Booking,Notebook,PT463,Intelligence Date,DATE,false,,,0,
ET23,Booking,Notebook,PT518,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT85,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET23,Booking,Notebook,PT1379,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT246,Name,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1164,HO Maritime Event,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT247,Vessel Type,SUGGESTED_FROM,false,250,,1,Improvised Inflatable
ET24,Vessel,Cruiser,PT1549,Commercially Produced Vessel Type,SUGGESTED_FROM,false,250,,0,
ET24,Vessel,Cruiser,PT1550,Dimensions,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1551,Serial Number,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1552,Bow,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1553,Baffles,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1554,Handles,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1555,Flooring,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1556,Transom,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1557,Rope Connectors Type,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1558,Condition of Boat Factor1,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1559,Condition of Boat Factor2,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT248,Flag,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT249,JMO,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT250,MMSI,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT251,Callsign,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT577,Engine Serial No.,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT578,Engine Make,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT579,Engine Model,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1560,Engine Colour,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1561,Engine Condition,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1562,Engine Distinguishing Marks,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT252,Year Built,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT253,Length,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT254,Width,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT255,Draught (avg),SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT256,Speed (max),SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT257,Deadweight,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT258,Gross Tonnage,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT259,AIS Transponder Class,SELECTED_FROM,false,250,,3,Unknown | Class A | Class B
ET24,Vessel,Cruiser,PT260,Additional Notes,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT299,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET24,Vessel,Cruiser,PT341,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
ET24,Vessel,Cruiser,PT444,3x5x2 Notes,MULTIPLE_LINE_STRING,false,,,0,
ET24,Vessel,Cruiser,PT495,Intelligence Date,DATE,false,,,0,
ET24,Vessel,Cruiser,PT550,IR or Reference,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT117,Match Unique Value,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT783,Booking Ref:1,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT784,Booking Ref:2,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT785,Flight Ref:,SINGLE_LINE_STRING,false,250,,0,
ET24,Vessel,Cruiser,PT1417,SourceItemId,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT173,Registration Mark,SINGLE_LINE_STRING,true,250,,0,
ET25,Aircraft,Airplane,PT179,Manufacturer,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT180,Type,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT182,Popular Name,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT174,Current Reg Date,DATE,false,,,0,
ET25,Aircraft,Airplane,PT175,De-Registration Date,DATE,false,,,0,
ET25,Aircraft,Airplane,PT176,Current Status:,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT177,Reason for De-Reg,MULTIPLE_LINE_STRING,false,,,0,
ET25,Aircraft,Airplane,PT178,Current Reg Date ,DATE,false,,,0,
ET25,Aircraft,Airplane,PT181,ICAO aircraft type designator,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT183,Aircraft class,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT184,Airworthiness category,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT185,Engines (Propellors),MULTIPLE_LINE_STRING,false,,,0,
ET25,Aircraft,Airplane,PT186,MTOW,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT187,Year Buiilt,DATE,false,,,0,
ET25,Aircraft,Airplane,PT188,Approved maint. programme,MULTIPLE_LINE_STRING,false,,,0,
ET25,Aircraft,Airplane,PT189,CofA / permit,MULTIPLE_LINE_STRING,false,,,0,
ET25,Aircraft,Airplane,PT190,ARC expiry,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT191,Validity reference,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT192,Country of current registration,SINGLE_LINE_STRING,false,250,,0,
ET25,Aircraft,Airplane,PT193,ICAO 24 bit aircraft address,MULTIPLE_LINE_STRING,false,,,0,
ET25,Aircraft,Airplane,PT124,3x5x2,SINGLE_LINE_STRING,false,3,,0,
ET25,Aircraft,Airplane,PT125,3x5x2 Action,SELECTED_FROM,false,250,,3,A1: Covert Development.  May be combined or corroborated with other intelligence but action cannot be taken directly. Permission must be sought from the originator | A2: Covert Use. Covert action may be taken on this intelligence although the source or techniques must be protected. May not be used in isolation as evidence | A3: Overt Use. Overt action is permitted on this intelligence.  See additional notes for what this information can be used for.
